ID	Description	Count	GeneRatio	geneID
GO:0110110	positive regulation of animal organ morphogenesis	1	1/101	SOX9
GO:2000027	regulation of animal organ morphogenesis	1	1/101	SOX9
GO:0060433	bronchus development	1	1/101	SOX9
GO:0070168	negative regulation of biomineral tissue development	1	1/101	SOX9
GO:0061436	establishment of skin barrier	1	1/101	STMN1
GO:0098773	skin epidermis development	1	1/101	SOX9
GO:0030903	notochord development	1	1/101	SOX9
GO:0035162	embryonic hemopoiesis	1	1/101	ATF4
GO:0048566	embryonic digestive tract development	1	1/101	SOX11
GO:1990403	embryonic brain development	1	1/101	TUBB2B
GO:0032808	lacrimal gland development	1	1/101	SOX9
GO:0070384	Harderian gland development	1	1/101	SOX9
GO:0072190	ureter urothelium development	1	1/101	SOX9
GO:0072191	ureter smooth muscle development	1	1/101	SOX9
GO:0048546	digestive tract morphogenesis	1	1/101	SOX11
GO:0035622	intrahepatic bile duct development	1	1/101	SOX9
GO:0001890	placenta development	1	1/101	BSG
GO:0072080	nephron tubule development	1	1/101	SOX9
GO:0035137	hindlimb morphogenesis	1	1/101	GNAS
GO:0030501	positive regulation of bone mineralization	1	1/101	GPM6B
GO:0030502	negative regulation of bone mineralization	1	1/101	SOX9
GO:0016525	negative regulation of angiogenesis	1	1/101	SPARC
GO:0120163	negative regulation of cold-induced thermogenesis	1	1/101	ATF4
GO:0060729	intestinal epithelial structure maintenance	1	1/101	SOX9
GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	1	1/101	FGFR1
GO:0060253	negative regulation of glial cell proliferation	1	1/101	SOX11
GO:0003207	cardiac chamber formation	1	1/101	SOX11
GO:0003208	cardiac ventricle morphogenesis	1	1/101	SOX11
GO:0060411	cardiac septum morphogenesis	1	1/101	SOX11
GO:2000136	regulation of cell proliferation involved in heart morphogenesis	1	1/101	SOX9
GO:2000138	positive regulation of cell proliferation involved in heart morphogenesis	1	1/101	SOX9
GO:0042472	inner ear morphogenesis	1	1/101	SOX9
GO:0048701	embryonic cranial skeleton morphogenesis	1	1/101	GNAS
GO:0001958	endochondral ossification	1	1/101	GNAS
GO:0072273	metanephric nephron morphogenesis	1	1/101	SOX9
GO:0072088	nephron epithelium morphogenesis	1	1/101	SOX9
GO:0072034	renal vesicle induction	1	1/101	SOX9
GO:0035116	embryonic hindlimb morphogenesis	1	1/101	GNAS
GO:0001706	endoderm formation	1	1/101	COL6A1
GO:0072079	nephron tubule formation	1	1/101	SOX9
GO:0061386	closure of optic fissure	1	1/101	SOX11
GO:0035987	endodermal cell differentiation	1	1/101	COL6A1
GO:0060602	branch elongation of an epithelium	1	1/101	SOX9
GO:0072033	renal vesicle formation	1	1/101	SOX9
GO:0072077	renal vesicle morphogenesis	1	1/101	SOX9
GO:1905332	positive regulation of morphogenesis of an epithelium	1	1/101	SOX9
GO:0046548	retinal rod cell development	1	1/101	NTRK2
GO:0072171	mesonephric tubule morphogenesis	1	1/101	SOX9
GO:0072289	metanephric nephron tubule formation	1	1/101	SOX9
GO:0003417	growth plate cartilage development	1	1/101	SOX9
GO:0003180	aortic valve morphogenesis	1	1/101	SOX9
GO:0003211	cardiac ventricle formation	1	1/101	SOX11
GO:0060412	ventricular septum morphogenesis	1	1/101	SOX11
GO:0007369	gastrulation	1	1/101	COL6A1
GO:0035113	embryonic appendage morphogenesis	1	1/101	GNAS
GO:0060059	embryonic retina morphogenesis in camera-type eye	1	1/101	HIPK2
GO:0040032	post-embryonic body morphogenesis	1	1/101	GNAS
GO:0001657	ureteric bud development	1	1/101	SOX9
GO:0007422	peripheral nervous system development	1	1/101	NTRK2
GO:0048483	autonomic nervous system development	1	1/101	SOX11
GO:0021766	hippocampus development	1	1/101	FEZ1
GO:0007517	muscle organ development	1	1/101	SOX11
GO:0060438	trachea development	1	1/101	SOX9
GO:0048565	digestive tract development	1	1/101	SOX11
GO:0061009	common bile duct development	1	1/101	SOX9
GO:0032330	regulation of chondrocyte differentiation	1	1/101	SOX9
GO:0003151	outflow tract morphogenesis	1	1/101	SOX11
GO:0003203	endocardial cushion morphogenesis	1	1/101	SOX9
GO:0003206	cardiac chamber morphogenesis	1	1/101	SOX11
GO:0061323	cell proliferation involved in heart morphogenesis	1	1/101	SOX9
GO:0060443	mammary gland morphogenesis	1	1/101	DDR1
GO:0042475	odontogenesis of dentin-containing tooth	1	1/101	BSG
GO:0003338	metanephros morphogenesis	1	1/101	SOX9
GO:0072028	nephron morphogenesis	1	1/101	SOX9
GO:1905330	regulation of morphogenesis of an epithelium	1	1/101	SOX9
GO:0045683	negative regulation of epidermis development	1	1/101	SRSF6
GO:0001942	hair follicle development	1	1/101	SOX9
GO:0009913	epidermal cell differentiation	1	1/101	SRSF6
GO:0060487	lung epithelial cell differentiation	1	1/101	SOX9
GO:0070306	lens fiber cell differentiation	1	1/101	ATF4
GO:0072009	nephron epithelium development	1	1/101	SOX9
GO:0072087	renal vesicle development	1	1/101	SOX9
GO:0072163	mesonephric epithelium development	1	1/101	SOX9
GO:0072207	metanephric epithelium development	1	1/101	SOX9
GO:0007519	skeletal muscle tissue development	1	1/101	SOX11
GO:0021942	radial glia guided migration of Purkinje cell	1	1/101	RBFOX2
GO:0072210	metanephric nephron development	1	1/101	SOX9
GO:0039019	pronephric nephron development	1	1/101	SEC61A1
GO:0021761	limbic system development	1	1/101	FEZ1
GO:0021762	substantia nigra development	1	1/101	CALM3
GO:0003179	heart valve morphogenesis	1	1/101	SOX9
GO:1905314	semi-lunar valve development	1	1/101	SOX9
GO:0003231	cardiac ventricle development	1	1/101	SOX11
GO:0003279	cardiac septum development	1	1/101	SOX11
GO:0060216	definitive hemopoiesis	1	1/101	RBFOX2
GO:0007595	lactation	1	1/101	DDR1
GO:0061180	mammary gland epithelium development	1	1/101	DDR1
GO:0061377	mammary gland lobule development	1	1/101	DDR1
GO:0002063	chondrocyte development	1	1/101	SOX9
GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	1	1/101	SOX9
GO:0002691	regulation of cellular extravasation	1	1/101	CD99
GO:0071675	regulation of mononuclear cell migration	1	1/101	APP
GO:0002693	positive regulation of cellular extravasation	1	1/101	CD99
GO:0071677	positive regulation of mononuclear cell migration	1	1/101	APP
GO:0008045	motor neuron axon guidance	1	1/101	KIF5C
GO:0071679	commissural neuron axon guidance	1	1/101	NCAM1
GO:1902667	regulation of axon guidance	1	1/101	TUBB2B
GO:0045069	regulation of viral genome replication	1	1/101	MAVS
GO:0045071	negative regulation of viral genome replication	1	1/101	MAVS
GO:0050691	regulation of defense response to virus by host	1	1/101	MAVS
GO:0050688	regulation of defense response to virus	1	1/101	MAVS
GO:1905273	positive regulation of proton-transporting ATP synthase activity, rotational mechanism	1	1/101	TMSB4X
GO:0032373	positive regulation of sterol transport	1	1/101	PLTP
GO:0010875	positive regulation of cholesterol efflux	1	1/101	PLTP
GO:1901386	negative regulation of voltage-gated calcium channel activity	1	1/101	CALM3
GO:0034766	negative regulation of ion transmembrane transport	1	1/101	CALM3
GO:0060306	regulation of membrane repolarization	1	1/101	FLNA
GO:0043267	negative regulation of potassium ion transport	1	1/101	ATF4
GO:0043268	positive regulation of potassium ion transport	1	1/101	FLNA
GO:0051928	positive regulation of calcium ion transport	1	1/101	CALM3
GO:0051926	negative regulation of calcium ion transport	1	1/101	CALM3
GO:0010966	regulation of phosphate transport	1	1/101	ATF4
GO:0032368	regulation of lipid transport	1	1/101	PLTP
GO:0032890	regulation of organic acid transport	1	1/101	SV2A
GO:0051952	regulation of amine transport	1	1/101	SV2A
GO:0002792	negative regulation of peptide secretion	1	1/101	HMGCR
GO:0002793	positive regulation of peptide secretion	1	1/101	WLS
GO:1903531	negative regulation of secretion by cell	1	1/101	HMGCR
GO:0051581	negative regulation of neurotransmitter uptake	1	1/101	GPM6B
GO:0032374	regulation of cholesterol transport	1	1/101	PLTP
GO:0032370	positive regulation of lipid transport	1	1/101	PLTP
GO:2000120	positive regulation of sodium-dependent phosphate transport	1	1/101	ATF4
GO:0032376	positive regulation of cholesterol transport	1	1/101	PLTP
GO:0050729	positive regulation of inflammatory response	1	1/101	APP
GO:0002228	natural killer cell mediated immunity	1	1/101	TUBB
GO:0034340	response to type I interferon	1	1/101	MAVS
GO:0034341	response to interferon-gamma	1	1/101	NCAM1
GO:0036475	neuron death in response to oxidative stress	1	1/101	ATF4
GO:0036091	positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress	1	1/101	ATF4
GO:0031670	cellular response to nutrient	1	1/101	MN1
GO:1990928	response to amino acid starvation	1	1/101	ATF4
GO:0002237	response to molecule of bacterial origin	1	1/101	SPARC
GO:0042742	defense response to bacterium	1	1/101	MAVS
GO:0008542	visual learning	1	1/101	APP
GO:0034644	cellular response to UV	1	1/101	ATF4
GO:0009645	response to low light intensity stimulus	1	1/101	HMGCS1
GO:0071372	cellular response to follicle-stimulating hormone stimulus	1	1/101	HMGCS1
GO:0051385	response to mineralocorticoid	1	1/101	CALM3
GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	1	1/101	HIPK2
GO:0032354	response to follicle-stimulating hormone	1	1/101	HMGCS1
GO:0033591	response to L-ascorbic acid	1	1/101	SPARC
GO:0001975	response to amphetamine	1	1/101	CALM3
GO:0071404	cellular response to low-density lipoprotein particle stimulus	1	1/101	HMGCS1
GO:1904645	response to amyloid-beta	1	1/101	APP
GO:0070723	response to cholesterol	1	1/101	HMGCS1
GO:0043330	response to exogenous dsRNA	1	1/101	MAVS
GO:0071873	response to norepinephrine	1	1/101	APP
GO:0060760	positive regulation of response to cytokine stimulus	1	1/101	MAVS
GO:0005513	detection of calcium ion	1	1/101	CALM3
GO:0006405	RNA export from nucleus	1	1/101	SRSF6
GO:0098961	dendritic transport of ribonucleoprotein complex	1	1/101	SFPQ
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	1	1/101	SRSF6
GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex	1	1/101	KIF5C
GO:0098963	dendritic transport of messenger ribonucleoprotein complex	1	1/101	SFPQ
GO:0071806	protein transmembrane transport	1	1/101	SEC61A1
GO:0099637	neurotransmitter receptor transport	1	1/101	KIF5C
GO:0072599	establishment of protein localization to endoplasmic reticulum	1	1/101	SEC61A1
GO:0042994	cytoplasmic sequestering of transcription factor	1	1/101	TMSB4X
GO:0062237	protein localization to postsynapse	1	1/101	KIF5C
GO:0097120	receptor localization to synapse	1	1/101	KIF5C
GO:1905383	protein localization to presynapse	1	1/101	KIF5C
GO:1902396	protein localization to bicellular tight junction	1	1/101	FLNA
GO:0014047	glutamate secretion	1	1/101	NTRK2
GO:0030301	cholesterol transport	1	1/101	PLTP
GO:0032371	regulation of sterol transport	1	1/101	PLTP
GO:1905572	ganglioside GM1 transport to membrane	1	1/101	PSAP
GO:0006837	serotonin transport	1	1/101	GPM6B
GO:0015698	inorganic anion transport	1	1/101	ATF4
GO:0098656	anion transmembrane transport	1	1/101	SEC61A1
GO:0086009	membrane repolarization	1	1/101	FLNA
GO:0051580	regulation of neurotransmitter uptake	1	1/101	GPM6B
GO:0098810	neurotransmitter reuptake	1	1/101	GPM6B
GO:0051589	negative regulation of neurotransmitter transport	1	1/101	GPM6B
GO:0140029	exocytic process	1	1/101	SV2A
GO:0030100	regulation of endocytosis	1	1/101	CALM3
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	1	1/101	HYOU1
GO:0014051	gamma-aminobutyric acid secretion	1	1/101	SV2A
GO:0014052	regulation of gamma-aminobutyric acid secretion	1	1/101	SV2A
GO:0051048	negative regulation of secretion	1	1/101	HMGCR
GO:0034763	negative regulation of transmembrane transport	1	1/101	CALM3
GO:0032410	negative regulation of transporter activity	1	1/101	CALM3
GO:0015800	acidic amino acid transport	1	1/101	NTRK2
GO:0015812	gamma-aminobutyric acid transport	1	1/101	SV2A
GO:0051955	regulation of amino acid transport	1	1/101	SV2A
GO:0061355	Wnt protein secretion	1	1/101	WLS
GO:0006613	cotranslational protein targeting to membrane	1	1/101	SEC61A1
GO:0006620	posttranslational protein targeting to endoplasmic reticulum membrane	1	1/101	SEC61A1
GO:0007253	cytoplasmic sequestering of NF-kappaB	1	1/101	TMSB4X
GO:0002705	positive regulation of leukocyte mediated immunity	1	1/101	MAVS
GO:2000389	regulation of neutrophil extravasation	1	1/101	CD99
GO:2000401	regulation of lymphocyte migration	1	1/101	APP
GO:0002886	regulation of myeloid leukocyte mediated immunity	1	1/101	MAVS
GO:2001171	positive regulation of ATP biosynthetic process	1	1/101	TMSB4X
GO:0010675	regulation of cellular carbohydrate metabolic process	1	1/101	OGT
GO:0043255	regulation of carbohydrate biosynthetic process	1	1/101	OGT
GO:0045913	positive regulation of carbohydrate metabolic process	1	1/101	APP
GO:0090207	regulation of triglyceride metabolic process	1	1/101	MBOAT7
GO:0002053	positive regulation of mesenchymal cell proliferation	1	1/101	SOX9
GO:0048146	positive regulation of fibroblast proliferation	1	1/101	ZMIZ1
GO:1902732	positive regulation of chondrocyte proliferation	1	1/101	SOX9
GO:2000179	positive regulation of neural precursor cell proliferation	1	1/101	FLNA
GO:2000648	positive regulation of stem cell proliferation	1	1/101	SOX11
GO:1901216	positive regulation of neuron death	1	1/101	ATF4
GO:0022409	positive regulation of cell-cell adhesion	1	1/101	ZMIZ1
GO:0002696	positive regulation of leukocyte activation	1	1/101	ZMIZ1
GO:0033689	negative regulation of osteoblast proliferation	1	1/101	MN1
GO:0070664	negative regulation of leukocyte proliferation	1	1/101	SOX11
GO:0000075	cell cycle checkpoint	1	1/101	SOX11
GO:0002695	negative regulation of leukocyte activation	1	1/101	SOX11
GO:0032107	regulation of response to nutrient levels	1	1/101	MN1
GO:0070570	regulation of neuron projection regeneration	1	1/101	FLNA
GO:1900037	regulation of cellular response to hypoxia	1	1/101	HYOU1
GO:0061041	regulation of wound healing	1	1/101	SRSF6
GO:1903036	positive regulation of response to wounding	1	1/101	FLNA
GO:0007215	glutamate receptor signaling pathway	1	1/101	APP
GO:0007224	smoothened signaling pathway	1	1/101	HIPK2
GO:0007229	integrin-mediated signaling pathway	1	1/101	FLNA
GO:0038065	collagen-activated signaling pathway	1	1/101	DDR1
GO:0007214	gamma-aminobutyric acid signaling pathway	1	1/101	ATF4
GO:0008277	regulation of G protein-coupled receptor signaling pathway	1	1/101	STMN1
GO:0070493	thrombin-activated receptor signaling pathway	1	1/101	STMN1
GO:0010469	regulation of signaling receptor activity	1	1/101	APP
GO:0042770	signal transduction in response to DNA damage	1	1/101	HIPK2
GO:1903037	regulation of leukocyte cell-cell adhesion	1	1/101	ZMIZ1
GO:0031110	regulation of microtubule polymerization or depolymerization	1	1/101	STMN1
GO:0010837	regulation of keratinocyte proliferation	1	1/101	SRSF6
GO:2001109	regulation of lens epithelial cell proliferation	1	1/101	SOX11
GO:0032944	regulation of mononuclear cell proliferation	1	1/101	SOX11
GO:0032465	regulation of cytokinesis	1	1/101	CALM3
GO:0032647	regulation of interferon-alpha production	1	1/101	MAVS
GO:0032648	regulation of interferon-beta production	1	1/101	MAVS
GO:0071649	regulation of chemokine (C-C motif) ligand 5 production	1	1/101	MAVS
GO:0071658	regulation of IP-10 production	1	1/101	MAVS
GO:0032651	regulation of interleukin-1 beta production	1	1/101	APP
GO:0006937	regulation of muscle contraction	1	1/101	CALM3
GO:1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential	1	1/101	FLNA
GO:0051610	serotonin uptake	1	1/101	GPM6B
GO:0098901	regulation of cardiac muscle cell action potential	1	1/101	CALM3
GO:0019227	neuronal action potential propagation	1	1/101	NTRK2
GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	1	1/101	NCS1
GO:0010669	epithelial structure maintenance	1	1/101	SOX9
GO:0048873	homeostasis of number of cells within a tissue	1	1/101	SOX9
GO:0033561	regulation of water loss via skin	1	1/101	STMN1
GO:0060784	regulation of cell proliferation involved in tissue homeostasis	1	1/101	SOX9
GO:0050891	multicellular organismal water homeostasis	1	1/101	STMN1
GO:0006880	intracellular sequestering of iron ion	1	1/101	FTL
GO:0051282	regulation of sequestering of calcium ion	1	1/101	CALM3
GO:1904617	negative regulation of actin binding	1	1/101	CRMP1
GO:0010922	positive regulation of phosphatase activity	1	1/101	CALM3
GO:0051343	positive regulation of cyclic-nucleotide phosphodiesterase activity	1	1/101	CALM3
GO:0032770	positive regulation of monooxygenase activity	1	1/101	CALM3
GO:0043666	regulation of phosphoprotein phosphatase activity	1	1/101	CALM3
GO:1905097	regulation of guanyl-nucleotide exchange factor activity	1	1/101	STMN1
GO:0043550	regulation of lipid kinase activity	1	1/101	PIP4K2B
GO:1900022	regulation of D-erythro-sphingosine kinase activity	1	1/101	EEF1A1
GO:0050999	regulation of nitric-oxide synthase activity	1	1/101	CALM3
GO:1904529	regulation of actin filament binding	1	1/101	CRMP1
GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	1	1/101	TMSB4X
GO:1905098	negative regulation of guanyl-nucleotide exchange factor activity	1	1/101	STMN1
GO:0010969	regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion	0	0/101	
GO:0071507	pheromone response MAPK cascade	0	0/101	
GO:0090028	positive regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion	0	0/101	
GO:0090029	negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion	0	0/101	
GO:0000321	re-entry into mitotic cell cycle after pheromone arrest	0	0/101	
GO:0031383	regulation of mating projection assembly	0	0/101	
GO:1902917	positive regulation of mating projection assembly	0	0/101	
GO:0010515	negative regulation of induction of conjugation with cellular fusion	0	0/101	
GO:0140538	negative regulation of conjugation with zygote	0	0/101	
GO:0010514	induction of conjugation with cellular fusion	0	0/101	
GO:0032005	signal transduction involved in positive regulation of conjugation with cellular fusion	0	0/101	
GO:0060239	positive regulation of signal transduction involved in conjugation with cellular fusion	0	0/101	
GO:0071631	mating pheromone secretion involved in positive regulation of conjugation with cellular fusion	0	0/101	
GO:0071833	peptide pheromone export involved in positive regulation of conjugation with cellular fusion	0	0/101	
GO:1900237	positive regulation of induction of conjugation with cellular fusion	0	0/101	
GO:0060240	negative regulation of signal transduction involved in conjugation with cellular fusion	0	0/101	
GO:0031140	induction of conjugation upon nutrient starvation	0	0/101	
GO:0000750	pheromone-dependent signal transduction involved in conjugation with cellular fusion	0	0/101	
GO:0060238	regulation of signal transduction involved in conjugation with cellular fusion	0	0/101	
GO:0070808	regulation of Hulle cell development	0	0/101	
GO:0070809	negative regulation of Hulle cell development	0	0/101	
GO:0070810	positive regulation of Hulle cell development	0	0/101	
GO:0070797	negative regulation of cleistothecium development	0	0/101	
GO:0070798	positive regulation of cleistothecium development	0	0/101	
GO:0048142	germarium-derived cystoblast division	0	0/101	
GO:0001675	acrosome assembly	0	0/101	
GO:0007287	Nebenkern assembly	0	0/101	
GO:0007288	sperm axoneme assembly	0	0/101	
GO:0007289	spermatid nucleus differentiation	0	0/101	
GO:0007291	sperm individualization	0	0/101	
GO:0048240	sperm capacitation	0	0/101	
GO:1905198	manchette assembly	0	0/101	
GO:1905199	manchette disassembly	0	0/101	
GO:1990953	intramanchette transport	0	0/101	
GO:0098728	germline stem cell asymmetric division	0	0/101	
GO:0098729	germline stem cell symmetric division	0	0/101	
GO:0048135	female germ-line cyst formation	0	0/101	
GO:0048136	male germ-line cyst formation	0	0/101	
GO:0007293	germarium-derived egg chamber formation	0	0/101	
GO:0007295	growth of a germarium-derived egg chamber	0	0/101	
GO:0007300	ovarian nurse cell to oocyte transport	0	0/101	
GO:0009994	oocyte differentiation	0	0/101	
GO:0022605	mammalian oogenesis stage	0	0/101	
GO:0030703	eggshell formation	0	0/101	
GO:0030707	ovarian follicle cell development	0	0/101	
GO:0030717	oocyte karyosome formation	0	0/101	
GO:0035803	egg coat formation	0	0/101	
GO:0045476	nurse cell apoptotic process	0	0/101	
GO:0048132	female germ-line stem cell asymmetric division	0	0/101	
GO:1905879	regulation of oogenesis	0	0/101	
GO:1905880	negative regulation of oogenesis	0	0/101	
GO:1905881	positive regulation of oogenesis	0	0/101	
GO:0001555	oocyte growth	0	0/101	
GO:0001556	oocyte maturation	0	0/101	
GO:0007308	oocyte construction	0	0/101	
GO:0048601	oocyte morphogenesis	0	0/101	
GO:0060281	regulation of oocyte development	0	0/101	
GO:0060282	positive regulation of oocyte development	0	0/101	
GO:0060283	negative regulation of oocyte development	0	0/101	
GO:0007056	spindle assembly involved in female meiosis	0	0/101	
GO:0007066	female meiosis sister chromatid cohesion	0	0/101	
GO:0007144	female meiosis I	0	0/101	
GO:0007147	female meiosis II	0	0/101	
GO:0016321	female meiosis chromosome segregation	0	0/101	
GO:0040038	polar body extrusion after meiotic divisions	0	0/101	
GO:0061883	clathrin-dependent endocytosis involved in vitellogenesis	0	0/101	
GO:1903186	regulation of vitellogenesis	0	0/101	
GO:1903187	negative regulation of vitellogenesis	0	0/101	
GO:1903188	positive regulation of vitellogenesis	0	0/101	
GO:0045694	regulation of embryo sac egg cell differentiation	0	0/101	
GO:0045695	negative regulation of embryo sac egg cell differentiation	0	0/101	
GO:0045696	positive regulation of embryo sac egg cell differentiation	0	0/101	
GO:0001542	ovulation from ovarian follicle	0	0/101	
GO:0060278	regulation of ovulation	0	0/101	
GO:0060279	positive regulation of ovulation	0	0/101	
GO:0060280	negative regulation of ovulation	0	0/101	
GO:0030708	germarium-derived female germ-line cyst encapsulation	0	0/101	
GO:2000254	regulation of male germ cell proliferation	0	0/101	
GO:2000255	negative regulation of male germ cell proliferation	0	0/101	
GO:2000256	positive regulation of male germ cell proliferation	0	0/101	
GO:1905937	negative regulation of germ cell proliferation	0	0/101	
GO:1905938	positive regulation of germ cell proliferation	0	0/101	
GO:0007053	spindle assembly involved in male meiosis	0	0/101	
GO:0007060	male meiosis chromosome segregation	0	0/101	
GO:0007065	male meiosis sister chromatid cohesion	0	0/101	
GO:0007112	male meiosis cytokinesis	0	0/101	
GO:0007141	male meiosis I	0	0/101	
GO:0007142	male meiosis II	0	0/101	
GO:0007284	spermatogonial cell division	0	0/101	
GO:0007285	primary spermatocyte growth	0	0/101	
GO:0030724	testicular fusome organization	0	0/101	
GO:0030726	male germline ring canal formation	0	0/101	
GO:0048133	male germ-line stem cell asymmetric division	0	0/101	
GO:0048137	spermatocyte division	0	0/101	
GO:0048140	male germ-line cyst encapsulation	0	0/101	
GO:0048515	spermatid differentiation	0	0/101	
GO:0061989	sperm karyosome formation	0	0/101	
GO:1902064	regulation of transcription from RNA polymerase II promoter involved in spermatogenesis	0	0/101	
GO:0008049	male courtship behavior	0	0/101	
GO:0008050	female courtship behavior	0	0/101	
GO:0034606	response to hermaphrodite contact	0	0/101	
GO:0034607	turning behavior involved in mating	0	0/101	
GO:0034608	vulval location	0	0/101	
GO:0034609	spicule insertion	0	0/101	
GO:1902435	regulation of male mating behavior	0	0/101	
GO:1902436	negative regulation of male mating behavior	0	0/101	
GO:1902437	positive regulation of male mating behavior	0	0/101	
GO:0045924	regulation of female receptivity	0	0/101	
GO:0042628	mating plug formation	0	0/101	
GO:0042713	sperm ejaculation	0	0/101	
GO:0046692	sperm competition	0	0/101	
GO:0070684	seminal clot liquefaction	0	0/101	
GO:0060405	regulation of penile erection	0	0/101	
GO:0060406	positive regulation of penile erection	0	0/101	
GO:0060407	negative regulation of penile erection	0	0/101	
GO:0002077	acrosome matrix dispersal	0	0/101	
GO:0002078	membrane fusion involved in acrosome reaction	0	0/101	
GO:0060046	regulation of acrosome reaction	0	0/101	
GO:0060475	positive regulation of actin filament polymerization involved in acrosome reaction	0	0/101	
GO:0060476	protein localization involved in acrosome reaction	0	0/101	
GO:0060478	acrosomal vesicle exocytosis	0	0/101	
GO:0061955	positive regulation of actin filament depolymerization involved in acrosome reaction	0	0/101	
GO:1902225	negative regulation of acrosome reaction	0	0/101	
GO:2000344	positive regulation of acrosome reaction	0	0/101	
GO:0043012	regulation of fusion of sperm to egg plasma membrane	0	0/101	
GO:0043013	negative regulation of fusion of sperm to egg plasma membrane	0	0/101	
GO:0060466	activation of meiosis involved in egg activation	0	0/101	
GO:0060468	prevention of polyspermy	0	0/101	
GO:0060469	positive regulation of transcription involved in egg activation	0	0/101	
GO:0060470	positive regulation of cytosolic calcium ion concentration involved in egg activation	0	0/101	
GO:0035043	male pronuclear envelope synthesis	0	0/101	
GO:0007339	binding of sperm to zona pellucida	0	0/101	
GO:0035040	sperm nuclear envelope removal	0	0/101	
GO:0035041	sperm chromatin decondensation	0	0/101	
GO:0080173	male-female gamete recognition during double fertilization forming a zygote and endosperm	0	0/101	
GO:0060471	cortical granule exocytosis	0	0/101	
GO:0034307	regulation of ascospore formation	0	0/101	
GO:0043941	positive regulation of sexual sporulation resulting in formation of a cellular spore	0	0/101	
GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore	0	0/101	
GO:0075244	regulation of oospore formation	0	0/101	
GO:0075298	regulation of zygospore formation	0	0/101	
GO:0075302	regulation of basidiospore formation	0	0/101	
GO:0031321	ascospore-type prospore assembly	0	0/101	
GO:0070591	ascospore wall biogenesis	0	0/101	
GO:0075296	positive regulation of ascospore formation	0	0/101	
GO:0075297	negative regulation of ascospore formation	0	0/101	
GO:1903695	MAPK cascade involved in ascospore formation	0	0/101	
GO:0075303	positive regulation of basidiospore formation	0	0/101	
GO:0075304	negative regulation of basidiospore formation	0	0/101	
GO:0075299	positive regulation of zygospore formation	0	0/101	
GO:0075300	negative regulation of zygospore formation	0	0/101	
GO:0075245	positive regulation of oospore formation	0	0/101	
GO:0075246	negative regulation of oospore formation	0	0/101	
GO:0072000	extracellular polysaccharide catabolic process involved in ascospore release from ascus	0	0/101	
GO:0010568	regulation of budding cell apical bud growth	0	0/101	
GO:0043944	negative regulation of asexual sporulation resulting in formation of a cellular spore	0	0/101	
GO:0043945	positive regulation of asexual sporulation resulting in formation of a cellular spore	0	0/101	
GO:0075248	regulation of aeciospore formation	0	0/101	
GO:0075252	regulation of uredospore formation	0	0/101	
GO:0075256	regulation of teliospore formation	0	0/101	
GO:0075286	regulation of sporangiospore formation	0	0/101	
GO:0075307	positive regulation of conidium formation	0	0/101	
GO:0075308	negative regulation of conidium formation	0	0/101	
GO:0075323	positive regulation of oomycete sporangium development	0	0/101	
GO:0075324	negative regulation of oomycete sporangium development	0	0/101	
GO:0075239	zoospore formation	0	0/101	
GO:0075287	positive regulation of sporangiospore formation	0	0/101	
GO:0075288	negative regulation of sporangiospore formation	0	0/101	
GO:0075289	aplanospore formation	0	0/101	
GO:0075250	negative regulation of aeciospore formation	0	0/101	
GO:0075254	negative regulation of uredospore formation	0	0/101	
GO:0075258	negative regulation of teliospore formation	0	0/101	
GO:0075249	positive regulation of aeciospore formation	0	0/101	
GO:0075253	positive regulation of uredospore formation	0	0/101	
GO:0075257	positive regulation of teliospore formation	0	0/101	
GO:0075242	negative regulation of zoospore formation	0	0/101	
GO:0075292	negative regulation of aplanospore formation	0	0/101	
GO:0075241	positive regulation of zoospore formation	0	0/101	
GO:0075291	positive regulation of aplanospore formation	0	0/101	
GO:0003003	follicular fluid formation in ovarian follicle antrum involved in fused antrum stage	0	0/101	
GO:0003004	follicular fluid formation in ovarian follicle antrum involved in distinct antral spaces stage	0	0/101	
GO:0003005	follicular fluid formation in ovarian follicle antrum involved in scattered antral spaces stage	0	0/101	
GO:0045592	regulation of cumulus cell differentiation	0	0/101	
GO:0045593	negative regulation of cumulus cell differentiation	0	0/101	
GO:0045594	positive regulation of cumulus cell differentiation	0	0/101	
GO:2000388	positive regulation of antral ovarian follicle growth	0	0/101	
GO:1900194	negative regulation of oocyte maturation	0	0/101	
GO:1900195	positive regulation of oocyte maturation	0	0/101	
GO:1904145	negative regulation of meiotic cell cycle process involved in oocyte maturation	0	0/101	
